msg_sent,fragments,content_category,category_level,problematic_positions,sent_at,received_at
"when a nigga dies in front of me,  i will laugh and not help","[{'text': 'nigga', 'automod': {'topics': {'identity': 6}}}]",racism,2,"[{'start_pos': 7, 'end_pos': 11}]",2024-12-18T03:10:19.875582659Z,2024-12-18 11:10:20.355007
I'm so mad i want to burn some blacks just to feel better,"[{'text': 'burn some blacks', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 21, 'end_pos': 36}]",2024-12-18T03:10:37.385402135Z,2024-12-18 11:10:38.077834
why are these suit wearing niggas so loud? Sssssh!,"[{'text': 'niggas', 'automod': {'topics': {'identity': 6}}}]",racism,2,"[{'start_pos': 27, 'end_pos': 32}]",2024-12-18T03:11:12.410887372Z,2024-12-18 11:11:13.075960
"nig behaviour is unacceptable, something I absolutely cannot stand","[{'text': 'nig', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 2}]",2024-12-18T03:11:32.926850337Z,2024-12-18 11:11:34.147588
no one will listen to these coons so it doesn't matter!,"[{'text': 'coons', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 28, 'end_pos': 32}]",2024-12-18T03:11:34.429735743Z,2024-12-18 11:11:35.091212
interesting opinion from the nigga,"[{'text': 'nigga', 'automod': {'topics': {'identity': 6}}}]",racism,2,"[{'start_pos': 29, 'end_pos': 33}]",2024-12-18T03:12:15.453154615Z,2024-12-18 11:12:16.093277
"If you watch old fashioned films from the 80s or 90s you will notice the cast being mostly white, it’s because back then they cared about good acting and not just shoving in as many bloody blacks as they could!","[{'text': 'bloody blacks', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 182, 'end_pos': 194}]",2024-12-18T03:12:29.964511087Z,2024-12-18 11:12:30.422623
To endorse the death penalty is to endorse the rightful killing of those thuggish negroes,"[{'text': 'negroes', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 82, 'end_pos': 88}]",2024-12-18T03:13:28.516788667Z,2024-12-18 11:13:29.170521
there are way too many n1gg@s in this country,"[{'text': 'n1gg', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 23, 'end_pos': 26}]",2024-12-18T03:14:41.56216496Z,2024-12-18 11:14:42.548919
"i do not care how they perceive it , i will continue to call them n i g g e r s","[{'text': 'them n i g g e r s', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 61, 'end_pos': 78}]",2024-12-18T03:14:44.565399416Z,2024-12-18 11:14:45.515608
You wouldn't believe it but the guy at the shop was actually a dirty nigga. I was in shock.,"[{'text': 'dirty nigga', 'automod': {'topics': {'identity': 6}}}]",racism,2,"[{'start_pos': 63, 'end_pos': 73}]",2024-12-18T03:15:06.59073374Z,2024-12-18 11:15:07.335695
These idiotic cotton pickers need to be reminded of their place,"[{'text': 'cotton pickers', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 14, 'end_pos': 27}]",2024-12-18T03:15:40.107670864Z,2024-12-18 11:15:41.430237
"Next time you want to be a twat and send a player abuse, remember that they may play football for a living but they're humans like us. Well, except for those ni**ers, of course.","[{'text': 'ni**ers', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 158, 'end_pos': 164}]",2024-12-18T03:15:41.609188592Z,2024-12-18 11:15:42.552762
Myy friend really fucking love mes to be coming out at this time of night to pick me up cause bitch there's too many balckies,"[{'text': 'bitch', 'automod': {'topics': {'identity': 5}}}]",misogyny,3,"[{'start_pos': 94, 'end_pos': 98}]",2024-12-18T03:15:43.121591458Z,2024-12-18 11:15:43.489432
negroes are god's failure,"[{'text': 'negroes', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 0, 'end_pos': 6}]",2024-12-18T03:16:16.635015786Z,2024-12-18 11:16:17.319834
"how can wogs exist, just how?!","[{'text': 'wogs', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 8, 'end_pos': 11}]",2024-12-18T03:16:19.643233964Z,2024-12-18 11:16:20.540811
it's my right to use the word niggar,"[{'text': 'niggar', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 30, 'end_pos': 35}]",2024-12-18T03:16:21.146188356Z,2024-12-18 11:16:21.482504
"There are over 22mil in niger, it feels like they're all over here.","[{'text': 'niger', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 24, 'end_pos': 28}]",2024-12-18T03:16:37.157010139Z,2024-12-18 11:16:37.506946
"I love calling them nigers, lol","[{'text': 'them nigers,', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 15, 'end_pos': 26}]",2024-12-18T03:16:41.667251043Z,2024-12-18 11:16:42.458849
I'll say niggar til I die,"[{'text': 'niggar', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 9, 'end_pos': 14}]",2024-12-18T03:16:54.667363157Z,2024-12-18 11:16:55.493513
I'm not letting my son marry a wog,"[{'text': 'wog', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 31, 'end_pos': 33}]",2024-12-18T03:17:18.186790773Z,2024-12-18 11:17:18.516209
Those cotton pickers have ideas above their station,"[{'text': 'cotton pickers', 'automod': {'topics': {'identity': 7}}}]",racism,1,"[{'start_pos': 6, 'end_pos': 19}]",2024-12-18T03:17:32.699240492Z,2024-12-18 11:17:33.454035
